"Route ID","标题","国家组合","主策略","辅助策略","Planner Reason","Quality Score","Composition Score","Review Status","是否进入 Feed","数据来源","疑似问题"
"gold-case-accepted-gold-c45-23-canada-autumn-rockies","加拿大落基山秋色","CA","主题路线","季节路线;假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑加拿大落基山秋色，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是围绕秋色窗口组织高山湖泊和国家公园，不是简单打卡地点。 | Theme:Travel Style: 采用Seasonal，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","否","planner-designed","not-feed-eligible;country-combo-overused"
"gold-case-accepted-gold-c45-24-germany-christmas-markets","德国圣诞市场","DE","主题路线","季节路线;假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑德国圣诞市场，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是围绕圣诞市场季节窗口形成城市串联，不是简单打卡地点。 | Theme:Travel Style: 采用Seasonal，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed","country-combo-overused"
"gold-case-accepted-gold-c45-25-namibia-dry-season-safari","纳米比亚旱季自然之旅","NA","主题路线","季节路线;假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑纳米比亚旱季自然之旅，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是利用旱季观景和野生动物窗口组织沙漠体验，不是简单打卡地点。 | Theme:Travel Style: 采用Seasonal，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","否","planner-designed","not-feed-eligible;country-combo-overused"
"gold-case-accepted-gold-c45-27-italy-food-journey","意大利美食主题","IT","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑意大利美食主题，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是以美食产区和城市餐桌文化作为唯一主题，不是简单打卡地点。 | Theme:Travel Style: 采用Theme，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed",""
"gold-case-accepted-gold-c45-28-turkey-unesco-journey","土耳其世界遗产主题","TR","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑土耳其世界遗产主题，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是围绕世界遗产层次理解安纳托利亚文明，不是简单打卡地点。 | Theme:Travel Style: 采用Theme，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","否","planner-designed","not-feed-eligible;country-combo-overused"
"gold-case-accepted-gold-c45-29-australia-wildlife-journey","澳大利亚野生动物主题","AU","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑澳大利亚野生动物主题，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是以野生动物和生态体验串联不同自然环境，不是简单打卡地点。 | Theme:Travel Style: 采用Theme，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","否","planner-designed","not-feed-eligible;country-combo-overused"
"gold-case-accepted-gold-c45-30-mexico-maya-civilization","墨西哥玛雅文明主题","MX","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑墨西哥玛雅文明主题，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是以玛雅文明遗址和城市层次构成主题路线，不是简单打卡地点。 | Theme:Travel Style: 采用Theme，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","否","planner-designed","not-feed-eligible;country-combo-overused"
"gold-case-accepted-gold-c45-32-croatian-islands","克罗地亚跳岛","HR","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑克罗地亚跳岛，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是让亚得里亚海岛屿角色逐步递进，不是简单打卡地点。 | Theme:Travel Style: 采用Island Hopping，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed","country-combo-overused"
"gold-case-accepted-gold-c45-33-philippines-palawan","菲律宾巴拉望跳岛","PH","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑菲律宾巴拉望跳岛，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是围绕泻湖、海岛和潜水形成巴拉望主线，不是简单打卡地点。 | Theme:Travel Style: 采用Island Hopping，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","否","planner-designed","not-feed-eligible;country-combo-overused"
"gold-case-accepted-gold-c45-34-azores-islands","亚速尔群岛跳岛","PT","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑亚速尔群岛跳岛，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是用火山湖、海洋和岛屿地貌形成差异化体验，不是简单打卡地点。 | Theme:Travel Style: 采用Island Hopping，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed","country-combo-overused"
"gold-case-accepted-gold-c45-35-hawaii-island-journey","夏威夷群岛跳岛","US","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑夏威夷群岛跳岛，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是用不同岛屿角色组合城市、海滩和火山体验，不是简单打卡地点。 | Theme:Travel Style: 采用Island Hopping，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed","country-combo-overused"
"gold-case-accepted-gold-c45-37-camino-frances","法国之路朝圣精选","ES","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑法国之路朝圣精选，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是沿真实朝圣网络体验路线精神和城镇递进，不是简单打卡地点。 | Theme:Travel Style: 采用Pilgrimage，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed","country-combo-overused"
"gold-case-accepted-gold-c45-38-kumano-kodo","熊野古道朝圣","JP","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑熊野古道朝圣，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是沿真实古道网络体验神社和徒步精神，不是简单打卡地点。 | Theme:Travel Style: 采用Pilgrimage，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","否","planner-designed","not-feed-eligible;country-combo-overused"
"gold-case-accepted-gold-c45-39-via-francigena","法兰奇杰纳之路精选","CH|FR|GB|IT","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑法兰奇杰纳之路精选，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是沿欧洲历史朝圣路线精选关键路段，不是简单打卡地点。 | Theme:Travel Style: 采用Pilgrimage，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed",""
"gold-case-accepted-gold-c45-42-baltic-capitals","波罗的海首都连线","EE|FI|LT|LV","主题路线","地缘/邻近国家路线;假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑波罗的海首都连线，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是用相邻首都体验波罗的海和北欧边界差异，不是简单打卡地点。 | Theme:Travel Style: 采用Country Hopper，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed",""
"gold-case-accepted-gold-c45-43-benelux-explorer","比荷卢多国探索","BE|LU|NL","主题路线","假期长度路线;航班/交通组合路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑比荷卢多国探索，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是用短距离铁路串联低地国家城市差异，不是简单打卡地点。 | Theme:Travel Style: 采用Country Hopper，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed",""
"gold-case-accepted-gold-c45-44-balkan-sampler","巴尔干多国采样","BA|HR|ME|SI","主题路线","地缘/邻近国家路线;假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑巴尔干多国采样，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是用相邻城市展示巴尔干文化和地貌差异，不是简单打卡地点。 | Theme:Travel Style: 采用Country Hopper，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed",""
"gold-case-accepted-gold-c45-45-mekong-discovery","湄公河多国发现","KH|TH|VN","主题路线","假期长度路线;AI 灵感路线","Theme:Duration: 这个时长足以支撑湄公河多国发现，但不适合无限扩展目的地。 | Theme:Trip Intent: 本路线的目标是沿东南亚文化走廊体验国家切换带来的差异，不是简单打卡地点。 | Theme:Travel Style: 采用Country Hopper，因为目的地组合、移动方式和体验节奏都服务于同一种产品定位。","0.96","0.867","accepted","是","planner-designed",""
"planner-designed-::::::Q1085|Q1741|Q1781|anchor:CZ:prague|anchor:HU:budapest|anchor:SK:bratislava::9天::Country Hopper::::Q1741>anchor:SK:bratislava>Q1781>anchor:HU:budapest>Q1085>anchor:CZ:prague","奥地利、斯洛伐克、匈牙利、捷克9天延展多国串联：维也纳","AT|CZ|HU|SK","地缘/邻近国家路线","主题路线;假期长度路线;AI 灵感路线","Geographic:时长=7-10d(9天)：15天以上适合串联8个主要目的地和4个国家，保持经典旅行的基本节奏。 | Theme:旅行风格=多国串联：在给定天数内保留8个目的地之间的顺路关系和清晰主题。 | Efficiency:骨架由知识图候选池经最近邻排序生成，目的地来源=知识图。","0","0.757","accepted","是","planner-designed",""
"wikivoyage-137504","美国发现之路：横跨大陆的徒步骑行之旅","US","其他策略","主题路线","","0","","accepted","否","source-original","not-feed-eligible;country-combo-overused"
"wikivoyage-1390","阿巴拉契亚小径徒步之旅","US","地缘/邻近国家路线","主题路线","","0","","accepted","否","source-original","not-feed-eligible;country-combo-overused"
"wikivoyage-3567","贝莎·奔驰纪念之路：世界首次汽车长途之旅","DE","地缘/邻近国家路线","主题路线","","0","","accepted","否","source-original","not-feed-eligible;country-combo-overused"
"wikivoyage-38727","圣地亚哥朝圣之路：从法国到西班牙的徒步之旅","ES|FR|IT","其他策略","主题路线","","0","","accepted","否","source-original","not-loaded-by-repository;not-feed-eligible"
"wikivoyage-144327","智利卡雷特拉·奥斯特拉尔公路之旅","AR|CL","地缘/邻近国家路线","主题路线;航班/交通组合路线","","0","","accepted","否","source-original","not-feed-eligible"
"wikivoyage-191775","从圣地亚哥到菲尼斯特雷：朝圣之路的终点之旅","ES","其他策略","主题路线;假期长度路线","","0","","accepted","否","source-original","not-feed-eligible;country-combo-overused"
"wikivoyage-203015","下加利福尼亚州观鲸之旅","MX","地缘/邻近国家路线","主题路线;航班/交通组合路线","","0","","accepted","否","source-original","not-feed-eligible;country-combo-overused"
